sep=	
time (source1)	x	time (source1)	y	time (source1)	z
38.893	32	38.893	200	38.902	-1024
38.919	36	38.916	196	38.918	-1020
38.947	36	38.961	196	38.946	-1012
38.986	32	38.977	196	38.975	-1028
39.009	36	39	200	39.001	-1020
39.031	24	39.031	200	39.03	-1016
39.06	40	39.062	192	39.058	-1024
39.093	40	39.085	196	39.086	-1012
39.115	24	39.113	200	39.114	-1016
39.143	40	39.146	200	39.145	-1020
39.179	32	39.181	192	39.17	-1012
39.2	32	39.199	196	39.198	-1024
39.23	28	39.228	196	39.23	-1012
39.261	36	39.259	204	39.258	-1012
39.283	40	39.284	188	39.283	-1020
39.315	40	39.315	200	39.312	-1008
39.344	36	39.348	188	39.343	-1020
39.377	36	39.365	200	39.366	-1020
39.397	28	39.396	188	39.395	-1016
39.427	40	39.427	204	39.425	-1012
39.45	40	39.449	196	39.453	-1028
39.48	36	39.479	204	39.481	-1016
39.508	32	39.513	200	39.512	-1024
39.545	36	39.543	192	39.542	-1024
39.567	32	39.566	192	39.566	-1016
39.597	32	39.597	200	39.596	-1016
39.626	36	39.627	192	39.625	-1024
39.651	36	39.652	196	39.65	-1012
39.682	36	39.68	192	39.679	-1020
39.71	28	39.716	204	39.706	-1020
39.748	36	39.733	196	39.733	-1024
39.764	40	39.761	204	39.762	-1020
39.792	44	39.792	196	39.79	-1016
39.818	36	39.818	200	39.818	-1012
39.848	36	39.845	196	39.846	-1008
39.875	32	39.882	196	39.874	-1020
39.914	32	39.901	200	39.901	-1012
39.933	36	39.929	192	39.962	-1008
39.961	32	39.96	184	40.031	-1024
39.992	28	40.054	200	40.056	-1016
40.085	40	40.1	192	40.093	-1024
40.115	32	40.129	200	40.099	-1020
40.162	32	40.145	200	40.11	-1012
40.177	36	40.151	196	40.116	-1012
40.183	36	40.162	200	40.129	-1020
40.194	32	40.168	200	40.158	-1020
40.2	28	40.183	192	40.185	-1012
40.214	32	40.213	200	40.214	-1020
40.244	36	40.243	196	40.248	-1020
40.276	32	40.274	192	40.271	-1020
40.299	36	40.305	184	40.298	-1020
40.334	40	40.327	204	40.328	-1016
40.357	36	40.357	196	40.359	-1012
40.383	28	40.381	196	40.381	-1020
40.413	32	40.412	204	40.411	-1016
40.444	36	40.442	200	40.441	-1024
40.466	32	40.465	204	40.465	-1016
40.496	36	40.495	200	40.494	-1020
40.525	44	40.531	204	40.524	-1012
40.552	28	40.549	192	40.549	-1012
40.579	24	40.577	200	40.578	-1020
40.608	32	40.612	196	40.609	-1016
40.635	32	40.634	200	40.633	-1016
40.663	36	40.664	192	40.662	-1012
40.695	32	40.692	196	40.69	-1016
40.723	32	40.716	200	40.717	-1016
40.747	40	40.744	192	40.746	-1024
40.776	36	40.777	188	40.774	-1028
40.808	32	40.799	196	40.802	-1028
40.83	40	40.828	200	40.832	-1020
40.859	32	40.859	196	40.861	-1012
40.891	36	40.891	196	40.89	-1016
40.917	36	40.916	196	40.917	-1016
40.947	24	40.945	196	40.946	-1020
40.975	40	40.977	200	40.974	-1024
41.008	32	40.999	200	41.001	-1024
41.03	28	41.032	196	41.031	-1016
41.06	36	41.062	208	41.064	-1016
41.093	28	41.092	204	41.086	-1024
41.116	40	41.117	196	41.113	-1016
41.149	32	41.144	196	41.142	-1020
41.176	40	41.168	196	41.169	-1024
41.198	32	41.197	204	41.198	-1016
41.227	28	41.228	200	41.229	-1020
41.261	36	41.263	196	41.259	-1020
41.283	36	41.283	208	41.282	-1024
41.314	36	41.312	200	41.312	-1016
41.343	36	41.342	200	41.344	-1020
41.367	32	41.365	200	41.366	-1016
41.397	36	41.397	204	41.398	-1020
41.428	36	41.426	208	41.431	-1024
41.451	32	41.459	196	41.449	-1020
41.483	36	41.482	204	41.478	-1024
41.514	40	41.513	196	41.509	-1012
41.534	36	41.532	192	41.54	-1016
41.563	36	41.567	200	41.565	-1024
41.598	40	41.594	204	41.596	-1016
41.626	28	41.63	200	41.622	-1016
41.651	32	41.649	196	41.65	-1020
41.68	40	41.676	192	41.681	-1020
41.707	36	41.711	200	41.711	-1024
41.74	36	41.745	196	41.733	-1016
41.767	32	41.764	192	41.762	-1012
41.795	32	41.794	196	41.791	-1016
41.823	36	41.817	204	41.818	-1016
41.848	36	41.846	196	41.846	-1032
41.877	28	41.88	204	41.874	-1020
41.911	32	41.9	200	41.902	-1020
41.931	32	41.929	192	41.93	-1020
41.959	32	41.963	200	41.96	-1012
41.995	36	41.99	200	41.985	-1016
42.015	32	42.014	196	42.014	-1004
42.046	32	42.044	200	42.046	-1020
42.076	28	42.076	196	42.069	-1016
42.1	40	42.1	204	42.098	-1016
42.131	32	42.128	192	42.127	-1024
42.159	32	42.157	200	42.157	-1008
42.183	36	42.182	196	42.182	-1020
42.213	32	42.214	196	42.213	-1012
42.245	36	42.242	196	42.241	-1016
42.267	28	42.269	196	42.269	-1012
42.301	32	42.296	200	42.297	-1012
42.327	32	42.328	192	42.327	-1024
42.36	32	42.358	192	42.356	-1020
42.383	32	42.381	200	42.382	-1016
42.412	32	42.409	192	42.41	-1012
42.441	44	42.444	184	42.441	-1016
42.467	32	42.465	200	42.465	-1016
42.496	36	42.494	196	42.494	-1016
42.525	32	42.526	204	42.524	-1020
42.558	36	42.551	204	42.55	-1020
42.58	44	42.578	196	42.581	-1004
42.609	28	42.608	196	42.61	-1012
42.635	28	42.642	200	42.634	-1020
42.667	32	42.663	196	42.662	-1020
42.694	36	42.693	196	42.69	-1024
42.718	36	42.716	192	42.718	-1016
42.747	36	42.744	192	42.747	-1016
42.775	28	42.776	200	42.781	-1020
42.808	32	42.809	204	42.801	-1016
42.833	32	42.834	200	42.83	-1028
42.866	24	42.862	196	42.857	-1012
42.892	32	42.883	196	42.886	-1020
42.914	40	42.912	192	42.919	-1020
42.943	32	42.945	192	42.946	-1012
42.975	36	42.983	200	42.975	-1016
43.014	40	43.001	192	43.002	-1016
43.032	28	43.029	188	43.03	-1016
43.06	28	43.065	196	43.062	-1020
43.095	32	43.094	196	43.086	-1016
43.116	36	43.116	200	43.114	-1012
43.147	36	43.144	196	43.144	-1020
43.175	40	43.175	196	43.169	-1024
43.199	32	43.198	196	43.197	-1016
43.229	40	43.229	196	43.227	-1016
43.26	40	43.257	200	43.254	-1020
43.282	36	43.281	200	43.281	-1024
43.313	36	43.308	196	43.31	-1020
43.341	44	43.343	196	43.34	-1016
43.368	36	43.366	196	43.366	-1020
43.397	40	43.396	208	43.394	-1008
43.425	28	43.426	192	43.424	-1016
43.452	36	43.449	192	43.45	-1020
43.479	40	43.478	188	43.478	-1028
43.509	32	43.511	196	43.507	-1020
43.535	32	43.533	192	43.533	-1020
43.563	28	43.561	204	43.563	-1012
43.592	32	43.595	192	43.592	-1008
43.626	28	43.617	196	43.624	-1016
43.649	32	43.646	200	43.649	-1012
43.677	36	43.68	196	43.679	-1020
43.71	36	43.712	200	43.707	-1012
43.741	28	43.734	204	43.734	-1008
43.765	28	43.761	196	43.762	-1012
43.793	32	43.793	192	43.79	-1020
43.818	36	43.817	192	43.818	-1016
43.849	32	43.844	196	43.846	-1020
43.875	36	43.878	192	43.877	-1024
43.91	28	43.906	200	43.901	-1024
43.931	36	43.931	188	43.93	-1016
43.962	28	43.961	204	43.958	-1020
43.993	24	43.985	196	43.986	-1016
44.015	36	44.013	192	44.014	-1016
44.044	32	44.044	192	44.043	-1020
44.076	32	44.075	196	44.073	-1016
44.101	32	44.097	196	44.098	-1016
44.129	40	44.127	188	44.126	-1020
44.159	40	44.158	200	44.154	-1020
44.182	40	44.181	192	44.182	-1024
44.212	44	44.21	196	44.21	-1020
44.241	36	44.241	200	44.241	-1016
44.267	36	44.266	200	44.265	-1012
44.296	32	44.295	196	44.298	-1012
44.326	32	44.325	196	44.326	-1020
44.35	32	44.357	192	44.354	-1016
44.382	36	44.38	192	44.382	-1020
44.411	32	44.412	192	44.41	-1012
44.44	36	44.442	200	44.441	-1020
44.468	32	44.465	192	44.466	-1024
44.497	36	44.495	196	44.494	-1012
44.525	28	44.525	200	44.522	-1016
44.55	28	44.55	196	44.549	-1016
44.58	36	44.577	196	44.578	-1016
44.608	36	44.611	200	44.607	-1008
44.643	40	44.634	188	44.633	-1016
44.665	32	44.663	196	44.663	-1016
44.693	32	44.696	204	44.693	-1016
44.724	32	44.726	204	44.718	-1024
44.751	36	44.747	192	44.745	-1020
44.777	40	44.776	196	44.777	-1020
44.808	28	44.806	208	44.802	-1016
44.831	40	44.83	196	44.83	-1020
44.861	36	44.861	200	44.862	-1016
44.892	32	44.894	200	44.886	-1024
44.915	28	44.926	192	44.913	-1020
44.949	40	44.946	188	44.944	-1020
44.978	40	44.973	196	44.974	-1016
44.999	36	44.997	200	45.002	-1020
45.028	36	45.028	200	45.031	-1016
45.059	44	45.06	200	45.058	-1028
45.092	36	45.085	200	45.085	-1016
45.117	24	45.113	196	45.113	-1008
45.143	32	45.143	200	45.144	-1016
45.175	36	45.172	196	45.17	-1016
45.199	28	45.198	196	45.2	-1016
45.229	36	45.229	192	45.227	-1020
45.26	32	45.263	192	45.254	-1012
45.294	28	45.281	196	45.282	-1016
45.313	40	45.309	200	45.311	-1020
45.34	32	45.34	196	45.341	-1008
45.367	36	45.366	200	45.366	-1028
45.397	36	45.394	196	45.394	-1008
45.425	36	45.429	196	45.422	-1020
45.459	32	45.45	204	45.45	-1020
45.48	36	45.476	192	45.478	-1024
45.507	36	45.51	200	45.507	-1012
45.535	28	45.534	196	45.533	-1016
45.564	36	45.562	192	45.561	-1016
45.592	36	45.598	200	45.59	-1020
45.629	28	45.617	188	45.618	-1020
45.647	32	45.645	200	45.645	-1024
45.676	40	45.676	196	45.678	-1028
45.708	28	45.706	192	45.707	-1016
45.731	36	45.733	188	45.734	-1020
45.763	32	45.763	180	45.762	-1012
45.794	36	45.796	200	45.794	-1012
45.826	40	45.823	188	45.818	-1016
45.848	32	45.847	196	45.846	-1024
45.878	40	45.878	200	45.874	-1024
45.909	32	45.9	188	45.901	-1024
45.931	36	45.929	200	45.93	-1024
45.96	32	45.961	196	45.96	-1016
45.993	32	45.992	200	45.986	-1012
46.017	32	46.014	184	46.013	-1024
46.045	24	46.044	192	46.043	-1020
46.076	32	46.074	196	46.069	-1020
46.098	40	46.099	200	46.099	-1020
46.131	28	46.136	204	46.126	-1016
46.167	32	46.158	200	46.154	-1024
46.184	36	46.181	200	46.182	-1020
46.212	32	46.209	200	46.211	-1016
46.242	40	46.246	200	46.239	-1016
46.267	36	46.265	200	46.266	-1024
46.296	40	46.293	196	46.294	-1032
46.324	28	46.326	200	46.324	-1020
46.351	40	46.35	204	46.352	-1020
46.381	40	46.381	196	46.381	-1016
46.412	32	46.411	192	46.41	-1016
46.442	36	46.443	188	46.438	-1020
46.467	40	46.465	196	46.465	-1012
46.496	36	46.493	192	46.495	-1020
46.524	40	46.525	196	46.527	-1016
46.551	28	46.55	192	46.549	-1016
46.581	36	46.581	204	46.578	-1016
46.612	32	46.608	196	46.608	-1020
46.634	44	46.634	200	46.634	-1016
46.664	32	46.667	188	46.662	-1008
46.694	36	46.693	200	46.692	-1012
46.724	32	46.717	192	46.718	-1008
46.748	28	46.748	192	46.745	-1028
46.778	36	46.778	196	46.774	-1016
46.809	28	46.799	200	46.802	-1016
46.83	36	46.83	196	46.83	-1016
46.858	36	46.861	188	46.864	-1016
46.892	32	46.889	200	46.885	-1020
46.915	32	46.916	196	46.923	-1012
46.948	32	46.944	192	46.943	-1020
46.976	32	46.976	188	46.973	-1024
47.008	36	46.998	200	46.997	-1020
47.029	32	47.029	200	47.027	-1008
47.061	32	47.057	204	47.056	-1024
47.082	32	47.081	196	47.085	-1016
47.112	40	47.111	192	47.114	-1024
47.141	36	47.144	192	47.146	-1016
47.175	36	47.175	196	47.169	-1012
47.199	32	47.201	196	47.197	-1008
47.232	40	47.228	192	47.227	-1012
47.26	32	47.258	200	47.256	-1020
47.283	36	47.283	192	47.282	-1024
47.312	36	47.31	192	47.315	-1020
47.341	32	47.342	200	47.341	-1016
47.366	32	47.368	196	47.366	-1020
47.4	36	47.396	208	47.393	-1016
47.426	36	47.426	192	47.425	-1016
47.451	28	47.449	196	47.449	-1016
47.479	32	47.478	200	47.482	-1012
47.509	32	47.51	196	47.511	-1012
47.541	36	47.544	196	47.533	-1016
47.575	32	47.564	192	47.562	-1020
47.596	28	47.593	196	47.59	-1016
47.618	36	47.617	196	47.617	-1012
47.648	32	47.646	196	47.649	-1028
47.676	36	47.678	192	47.677	-1024
47.709	40	47.71	188	47.702	-1016
47.733	36	47.732	196	47.732	-1016
47.763	36	47.761	200	47.761	-1024
47.793	36	47.792	200	47.849	-1020
47.817	36	47.859	192	47.907	-1024
47.849	32	47.933	196	47.93	-1020
47.964	28	47.976	192	47.948	-1012
47.991	32	47.99	196	47.961	-1016
48.022	40	48.008	196	47.967	-1024
48.032	32	48.013	200	47.979	-1016
48.045	36	48.026	196	47.993	-1024
48.05	36	48.031	200	48.013	-1020
48.063	36	48.046	200	48.045	-1016
48.078	36	48.076	188	48.069	-1020
48.1	28	48.101	192	48.097	-1020
48.131	28	48.129	200	48.131	-1020
48.161	40	48.158	200	48.156	-1024
48.182	36	48.183	200	48.182	-1024
48.215	32	48.21	204	48.216	-1016
48.241	28	48.241	192	48.243	-1020
48.266	36	48.269	200	48.266	-1020
48.301	44	48.295	204	48.294	-1020
48.326	36	48.326	196	48.325	-1024
48.351	32	48.348	200	48.35	-1016
48.379	24	48.377	188	48.381	-1012
48.408	32	48.408	200	48.412	-1012
48.435	32	48.441	200	48.436	-1024
48.465	40	48.464	196	48.465	-1012
48.496	32	48.495	200	48.494	-1020
48.528	32	48.526	184	48.523	-1016
48.551	32	48.548	196	48.55	-1024
48.578	24	48.578	200	48.579	-1020
48.609	36	48.61	196	48.608	-1004
48.642	24	48.633	204	48.633	-1020
48.664	32	48.66	196	48.661	-1020
48.692	32	48.698	196	48.69	-1016
48.719	32	48.716	196	48.718	-1020
48.746	36	48.745	192	48.746	-1016
48.777	36	48.776	196	48.774	-1012
48.808	28	48.801	200	48.802	-1024
48.831	36	48.829	208	48.829	-1020
48.859	32	48.86	192	48.858	-1004
48.892	40	48.884	184	48.886	-1012
48.914	36	48.913	196	48.914	-1016
48.944	36	48.946	196	48.945	-1012
48.977	32	48.973	200	48.97	-1016
48.999	36	48.998	196	48.997	-1020
49.03	36	49.03	196	49.029	-1024
49.062	36	49.057	200	49.054	-1024
49.082	28	49.082	200	49.082	-1016
49.113	40	49.109	192	49.111	-1024
49.141	36	49.143	192	49.142	-1016
49.168	36	49.167	196	49.169	-1024
49.197	40	49.196	204	49.197	-1012
49.227	32	49.226	200	49.226	-1020
49.259	44	49.257	192	49.256	-1024
49.283	24	49.28	200	49.282	-1016
49.311	32	49.312	196	49.31	-1032
49.344	32	49.341	200	49.34	-1020
49.368	32	49.365	188	49.365	-1008
49.396	32	49.394	192	49.394	-1024
49.425	32	49.425	196	49.423	-1012
49.45	28	49.448	196	49.45	-1020
49.479	36	49.477	184	49.478	-1024
49.508	40	49.51	196	49.508	-1024
49.54	44	49.534	200	49.533	-1016
49.564	28	49.563	200	49.562	-1020
49.593	40	49.597	196	49.591	-1012
49.628	36	49.616	192	49.617	-1016
49.647	36	49.647	196	49.645	-1020
49.676	32	49.676	200	49.677	-1016
49.708	24	49.705	192	49.702	-1020
49.731	32	49.73	204	49.729	-1020
49.761	40	49.76	196	49.759	-1020
49.792	40	49.783	196	49.785	-1016
49.814	36	49.814	196	49.82	-1016
49.844	32	49.843	200	49.845	-1020
49.875	32	49.877	200	49.876	-1024
49.908	36	49.9	196	49.901	-1016
49.93	32	49.93	196	49.93	-1016
49.96	28	49.96	196	49.963	-1028
49.992	40	49.991	192	49.985	-1016
50.016	28	50.019	188	50.013	-1016
50.049	32	50.043	196	50.043	-1024
50.075	28	50.076	200	50.069	-1024
50.099	28	50.097	196	50.098	-1020
50.129	36	50.129	196	50.129	-1020
50.161	32	50.163	196	50.158	-1016
50.185	40	50.183	200	50.182	-1016
50.214	28	50.211	192	50.213	-1020
50.243	28	50.246	192	50.244	-1024
50.267	32	50.275	196	50.266	-1024
50.299	32	50.298	192	50.297	-1024
50.329	32	50.333	200	50.33	-1020
50.351	36	50.358	192	50.349	-1016
50.382	32	50.383	196	50.379	-1020
50.414	36	50.413	196	50.41	-1024
50.435	36	50.433	200	50.433	-1012
50.465	40	50.462	204	50.464	-1020
50.493	32	50.495	196	50.495	-1020
50.527	36	50.529	196	50.525	-1020
50.55	32	50.55	192	50.549	-1016
50.58	36	50.578	204	50.579	-1016
50.609	32	50.61	188	50.607	-1016
50.635	40	50.633	200	50.633	-1016
50.664	40	50.662	200	50.662	-1008
50.693	28	50.7	192	50.691	-1016
50.729	40	50.717	200	50.718	-1016
50.748	32	50.745	196	50.747	-1016
50.777	44	50.777	208	50.775	-1012
50.81	28	50.801	200	50.802	-1020
50.832	32	50.829	200	50.83	-1024
50.859	32	50.866	200	50.864	-1016
50.898	40	50.893	196	50.885	-1020
50.916	40	50.917	192	50.915	-1016
50.949	40	50.949	200	50.949	-1016
50.981	32	50.983	192	50.969	-1020
51.016	36	51.004	192	50.998	-1012
51.034	36	51.028	208	51.029	-1016
51.06	32	51.059	192	51.056	-1016
51.085	36	51.082	192	51.082	-1020
51.113	36	51.11	200	51.112	-1016
51.141	44	51.142	200	51.142	-1016
51.166	32	51.164	200	51.165	-1012
51.196	36	51.194	200	51.197	-1012
51.225	36	51.227	200	51.227	-1008
51.251	40	51.26	196	51.257	-1016
51.282	28	51.282	192	51.282	-1016
51.313	32	51.31	188	51.312	-1028
51.342	32	51.343	184	51.341	-1020
51.368	28	51.367	196	51.365	-1016
51.397	40	51.395	196	51.394	-1024
51.426	32	51.427	192	51.424	-1016
51.451	32	51.449	192	51.449	-1016
51.48	36	51.477	196	51.477	-1012
51.508	36	51.51	196	51.506	-1016
51.535	28	51.533	196	51.534	-1016
51.565	28	51.562	200	51.562	-1016
51.594	28	51.594	204	51.591	-1016
51.625	32	51.616	196	51.618	-1016
51.648	32	51.645	196	51.645	-1028
51.676	40	51.677	196	51.674	-1016
51.709	36	51.699	192	51.702	-1020
51.73	36	51.729	200	51.73	-1012
51.76	32	51.757	196	51.761	-1016
51.79	32	51.79	200	51.785	-1020
51.815	40	51.813	200	51.813	-1016
51.845	36	51.843	192	51.841	-1016
51.875	32	51.867	200	51.871	-1020
51.898	44	51.895	196	51.9	-1016
51.926	36	51.924	196	51.929	-1012
51.956	28	51.959	196	51.958	-1012
51.989	36	51.984	200	51.986	-1016
52.015	32	52.013	200	52.014	-1016
52.043	32	52.045	200	52.043	-1020
52.076	32	52.078	196	52.069	-1020
52.11	36	52.098	196	52.098	-1012
52.128	32	52.127	196	52.127	-1024
52.159	36	52.157	188	52.155	-1012
52.183	36	52.181	196	52.182	-1020
52.212	36	52.209	196	52.211	-1020
52.241	32	52.244	204	52.24	-1020
52.275	36	52.266	192	52.266	-1020
52.297	36	52.293	192	52.294	-1020
52.325	40	52.329	196	52.321	-1020
52.36	32	52.348	196	52.355	-1016
52.379	36	52.377	192	52.378	-1024
52.408	32	52.41	204	52.407	-1032
52.44	28	52.434	200	52.434	-1024
52.464	28	52.461	200	52.461	-1020
52.492	28	52.495	188	52.49	-1020
52.524	36	52.516	204	52.521	-1020
52.547	32	52.544	196	52.546	-1020
52.575	32	52.578	192	52.576	-1024
52.608	36	52.601	200	52.605	-1028
52.631	40	52.631	192	52.634	-1016
52.661	36	52.661	192	52.662	-1020
52.691	36	52.694	192	52.693	-1012
52.724	36	52.717	188	52.717	-1016
52.748	32	52.747	196	52.745	-1016
52.778	32	52.778	200	52.774	-1012
52.809	32	52.8	192	52.801	-1016
52.831	36	52.829	196	52.829	-1020
52.859	24	52.861	192	52.865	-1020
52.891	40	52.892	192	52.885	-1016
52.915	40	52.919	204	52.914	-1016
52.951	32	52.944	196	52.944	-1016
52.976	36	52.975	196	52.971	-1012
52.998	32	52.997	196	52.998	-1016
53.029	28	53.025	196	53.033	-1008
53.056	36	53.059	196	53.06	-1020
53.083	32	53.097	204	53.081	-1012
53.129	32	53.114	192	53.113	-1020
53.146	36	53.143	200	53.142	-1028
53.167	32	53.166	196	53.166	-1012
53.197	32	53.196	200	53.196	-1028
53.226	32	53.228	192	53.228	-1020
53.251	32	53.265	204	53.249	-1016
53.283	32	53.281	196	53.282	-1024
53.313	28	53.315	200	53.309	-1024
53.346	40	53.338	196	53.341	-1020
53.368	32	53.366	196	53.365	-1012
53.396	28	53.394	188	53.394	-1028
53.425	28	53.427	196	53.422	-1024
53.451	36	53.449	200	53.449	-1016
53.481	28	53.482	192	53.478	-1024
53.514	36	53.504	192	53.512	-1016
53.534	32	53.541	192	53.534	-1016
53.573	40	53.566	204	53.564	-1012
53.596	32	53.595	204	53.589	-1028
53.627	32	53.618	196	53.623	-1008
53.649	32	53.655	200	53.645	-1008
53.686	44	53.676	196	53.675	-1008
53.708	36	53.708	196	53.706	-1028
53.74	32	53.729	200	53.729	-1004
53.76	32	53.759	192	53.758	-1020
53.791	28	53.789	196	53.79	-1020
53.821	40	53.823	192	53.814	-1024
53.843	32	53.842	200	53.842	-1016
53.874	28	53.873	196	53.874	-1016
53.906	32	53.905	196	53.902	-1012
53.927	32	53.927	200	53.926	-1016
53.958	36	53.956	204	53.958	-1016
53.987	36	53.987	192	53.989	-1024
54.011	32	54.012	192	54.013	-1016
54.043	36	54.042	200	54.041	-1020
54.073	36	54.076	204	54.071	-1016
54.108	24	54.101	196	54.1	-1032
54.126	36	54.132	200	54.131	-1020
54.156	36	54.154	196	54.154	-1020
54.185	32	54.183	196	54.181	-1020
54.215	36	54.214	192	54.211	-1020
54.247	44	54.242	204	54.242	-1024
54.266	28	54.266	204	54.265	-1008
54.296	32	54.294	196	54.296	-1016
54.325	28	54.325	196	54.328	-1020
54.35	36	54.358	200	54.349	-1024
54.382	32	54.38	200	54.378	-1024
54.412	36	54.41	200	54.406	-1020
54.434	40	54.431	184	54.433	-1016
54.462	28	54.462	200	54.466	-1028
54.492	32	54.493	188	54.493	-1020
54.519	32	54.519	196	54.517	-1016
54.551	32	54.546	200	54.546	-1012
54.576	28	54.578	192	54.574	-1020
54.609	32	54.6	192	54.602	-1016
54.631	36	54.629	196	54.63	-1024
54.659	32	54.659	204	54.662	-1008
54.691	40	54.691	196	54.691	-1012
54.716	40	54.716	192	54.742	-1012
54.748	32	54.748	196	54.813	-1020
54.779	44	54.826	200	54.84	-1016
54.857	40	54.885	196	54.866	-1008
54.898	36	54.912	196	54.877	-1008
54.945	36	54.924	192	54.885	-1016
54.95	40	54.93	200	54.898	-1012
54.962	32	54.943	200	54.914	-1024
54.974	28	54.95	200	54.942	-1020
54.981	40	54.968	196	54.969	-1024
54.998	32	54.996	188	54.998	-1020
55.027	36	55.027	196	55.028	-1016
55.059	32	55.061	200	55.054	-1016
55.083	32	55.083	204	55.081	-1008
55.113	28	55.109	200	55.11	-1016
55.139	36	55.139	192	55.14	-1032
55.167	32	55.165	200	55.165	-1024
55.196	36	55.194	196	55.193	-1012
55.225	24	55.228	196	55.221	-1016
55.251	32	55.249	200	55.249	-1016
55.279	32	55.276	204	55.277	-1016
55.306	36	55.307	196	55.307	-1020
55.335	32	55.332	204	55.333	-1012
55.362	36	55.361	196	55.365	-1020
55.392	36	55.394	200	55.394	-1016
55.426	36	55.426	196	55.424	-1016
55.452	32	55.45	196	55.45	-1024
55.479	40	55.478	196	55.478	-1016
55.508	36	55.508	196	55.51	-1024
55.539	36	55.534	192	55.533	-1008
55.564	32	55.567	196	55.561	-1020
55.597	36	55.593	200	55.589	-1020
55.626	36	55.617	196	55.618	-1016
55.647	32	55.644	200	55.645	-1020
55.675	32	55.676	204	55.681	-1012
55.708	32	55.707	200	55.702	-1020
55.732	40	55.735	188	55.73	-1012
55.767	36	55.762	196	55.761	-1008
55.794	32	55.791	196	55.786	-1012
55.816	36	55.815	196	55.813	-1016
55.847	28	55.847	204	55.844	-1016
55.878	28	55.874	204	55.869	-1012
55.899	32	55.908	200	55.898	-1016
55.932	36	55.928	200	55.928	-1016
55.96	28	55.959	196	55.954	-1004
55.984	32	55.983	196	55.981	-1020
56.014	36	56.01	200	56.016	-1020
56.039	36	56.041	200	56.044	-1012
56.067	32	56.077	200	56.069	-1012
56.109	40	56.1	188	56.098	-1020
56.129	40	56.128	192	56.127	-1028
56.159	36	56.161	192	56.153	-1024
56.184	32	56.181	196	56.193	-1016
56.212	32	56.214	196	56.212	-1012
56.246	28	56.245	196	56.238	-1024
56.277	36	56.265	196	56.265	-1012
56.296	32	56.292	192	56.294	-1020
56.323	32	56.32	200	56.321	-1028
56.35	32	56.359	192	56.349	-1020
56.388	24	56.381	200	56.386	-1016
56.413	24	56.41	196	56.405	-1020
56.443	32	56.439	196	56.433	-1020
56.472	32	56.465	208	56.461	-1016
56.498	28	56.488	204	56.489	-1016
56.518	24	56.515	192	56.517	-1016
56.546	28	56.546	188	56.545	-1008
56.575	40	56.573	188	56.573	-1020
56.603	32	56.6	200	56.602	-1024
56.63	24	56.628	196	56.637	-1016
56.658	36	56.656	196	56.657	-1012
56.687	36	56.69	196	56.685	-1020
56.721	36	56.713	196	56.721	-1020
56.744	28	56.742	192	56.746	-1020
56.771	32	56.773	196	56.774	-1016
56.805	32	56.8	200	56.802	-1016
56.831	40	56.83	208	56.829	-1008
56.859	32	56.861	188	56.857	-1020
56.888	32	56.892	196	56.886	-1020
56.924	28	56.914	188	56.913	-1024
56.945	28	56.941	200	56.942	-1020
56.972	32	56.976	196	56.97	-1020
56.999	24	56.997	200	56.997	-1016
57.027	32	57.025	188	57.025	-1016
57.057	32	57.06	200	57.053	-1020
57.092	36	57.082	192	57.081	-1024
57.111	36	57.11	200	57.109	-1020
57.142	36	57.147	196	57.138	-1012
57.178	36	57.165	196	57.174	-1024
57.196	32	57.193	204	57.193	-1016
57.224	32	57.227	200	57.221	-1020
57.258	36	57.249	192	57.261	-1020
57.279	32	57.278	200	57.277	-1020
57.307	44	57.313	188	57.306	-1024
57.344	28	57.332	192	57.333	-1020
57.362	36	57.362	196	57.361	-1012
57.393	32	57.394	200	57.392	-1020
57.427	40	57.417	192	57.42	-1020
57.447	36	57.446	196	57.449	-1012
57.477	36	57.481	192	57.477	-1020
57.513	28	57.504	192	57.51	-1020
57.535	24	57.532	200	57.533	-1020
57.562	28	57.562	200	57.561	-1024
57.594	40	57.587	188	57.593	-1016
57.618	36	57.617	200	57.617	-1016
57.646	40	57.645	204	57.645	-1012
57.677	36	57.679	196	57.673	-1020
57.703	28	57.7	192	57.705	-1020
57.731	28	57.728	200	57.729	-1024
57.759	36	57.768	200	57.762	-1012
57.8	36	57.786	204	57.785	-1016
57.815	32	57.815	192	57.813	-1012
57.846	32	57.84	196	57.849	-1016
57.87	24	57.868	200	57.869	-1024
57.898	28	57.903	200	57.899	-1016
57.934	36	57.924	200	57.925	-1016
57.955	36	57.956	192	57.954	-1020
57.985	32	57.987	192	57.982	-1012
58.019	32	58.011	196	58.01	-1016
58.04	36	58.038	204	58.037	-1012
58.068	44	58.073	196	58.066	-1012
58.106	40	58.091	200	58.093	-1012
58.122	32	58.123	204	58.124	-1016
58.151	32	58.156	196	58.153	-1016
58.179	36	58.178	200	58.186	-1016
58.209	40	58.209	204	58.209	-1020
58.239	32	58.238	200	58.238	-1016
58.271	32	58.264	200	58.269	-1016
58.294	28	58.293	192	58.293	-1020
58.324	36	58.323	196	58.322	-1020
58.354	32	58.348	192	58.361	-1020
58.379	28	58.377	196	58.378	-1020
58.408	32	58.413	196	58.407	-1016
58.444	40	58.438	196	58.433	-1020
58.464	36	58.462	204	58.461	-1028
58.492	40	58.497	196	58.489	-1020
58.529	36	58.518	196	58.518	-1024
