X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-79.851459,43.260593,"0","0","470",85.1,2025/10/26 01:47:18+00,,,,,,,,,,,,,,,,,,,,,
-79.851472,43.260595,"0","0","471",85.1,2025/10/26 01:47:19+00,,,,,,,,,,,,,,,,,,,,,
-79.851486,43.260596,"0","0","472",85.1,2025/10/26 01:47:20+00,,,,,,,,,,,,,,,,,,,,,
-79.851498,43.260598,"0","0","473",85.1,2025/10/26 01:47:21+00,,,,,,,,,,,,,,,,,,,,,
-79.851509,43.2606,"0","0","474",85.1,2025/10/26 01:47:22+00,,,,,,,,,,,,,,,,,,,,,
-79.851517,43.260601,"0","0","475",85.1,2025/10/26 01:47:23+00,,,,,,,,,,,,,,,,,,,,,
-79.851521,43.260602,"0","0","476",85.1,2025/10/26 01:47:24+00,,,,,,,,,,,,,,,,,,,,,
-79.851524,43.260602,"0","0","477",85.1,2025/10/26 01:47:25+00,,,,,,,,,,,,,,,,,,,,,
-79.851526,43.260603,"0","0","478",85.1,2025/10/26 01:47:26+00,,,,,,,,,,,,,,,,,,,,,
-79.851534,43.260604,"0","0","479",85.1,2025/10/26 01:47:27+00,,,,,,,,,,,,,,,,,,,,,
-79.851548,43.260605,"0","0","480",85.1,2025/10/26 01:47:28+00,,,,,,,,,,,,,,,,,,,,,
-79.851578,43.260611,"0","0","481",85.2,2025/10/26 01:47:29+00,,,,,,,,,,,,,,,,,,,,,
-79.851593,43.260616,"0","0","482",85.2,2025/10/26 01:47:30+00,,,,,,,,,,,,,,,,,,,,,
-79.851614,43.260623,"0","0","483",85.2,2025/10/26 01:47:31+00,,,,,,,,,,,,,,,,,,,,,
-79.851622,43.260626,"0","0","484",85.2,2025/10/26 01:47:32+00,,,,,,,,,,,,,,,,,,,,,
-79.851629,43.260628,"0","0","485",85.2,2025/10/26 01:47:33+00,,,,,,,,,,,,,,,,,,,,,
-79.851637,43.260631,"0","0","486",85.2,2025/10/26 01:47:34+00,,,,,,,,,,,,,,,,,,,,,
-79.851644,43.260633,"0","0","487",85.2,2025/10/26 01:47:35+00,,,,,,,,,,,,,,,,,,,,,
-79.851648,43.260634,"0","0","488",85.2,2025/10/26 01:47:36+00,,,,,,,,,,,,,,,,,,,,,
-79.851654,43.260638,"0","0","489",85.2,2025/10/26 01:47:37+00,,,,,,,,,,,,,,,,,,,,,
-79.851661,43.260644,"0","0","490",85.2,2025/10/26 01:47:38+00,,,,,,,,,,,,,,,,,,,,,
-79.85167,43.26065,"0","0","491",85.2,2025/10/26 01:47:39+00,,,,,,,,,,,,,,,,,,,,,
-79.851679,43.260656,"0","0","492",85.2,2025/10/26 01:47:40+00,,,,,,,,,,,,,,,,,,,,,
-79.851689,43.260663,"0","0","493",85.2,2025/10/26 01:47:41+00,,,,,,,,,,,,,,,,,,,,,
-79.851697,43.26067,"0","0","494",85.2,2025/10/26 01:47:42+00,,,,,,,,,,,,,,,,,,,,,
-79.851701,43.260676,"0","0","495",85.2,2025/10/26 01:47:43+00,,,,,,,,,,,,,,,,,,,,,
-79.851705,43.260682,"0","0","496",85.2,2025/10/26 01:47:44+00,,,,,,,,,,,,,,,,,,,,,
-79.851712,43.260688,"0","0","497",85.2,2025/10/26 01:47:45+00,,,,,,,,,,,,,,,,,,,,,
-79.851722,43.260693,"0","0","498",85.2,2025/10/26 01:47:46+00,,,,,,,,,,,,,,,,,,,,,
-79.851735,43.260696,"0","0","499",85.2,2025/10/26 01:47:47+00,,,,,,,,,,,,,,,,,,,,,
-79.851749,43.260698,"0","0","500",85.2,2025/10/26 01:47:48+00,,,,,,,,,,,,,,,,,,,,,
-79.851763,43.260701,"0","0","501",85.2,2025/10/26 01:47:49+00,,,,,,,,,,,,,,,,,,,,,
-79.851778,43.260702,"0","0","502",85.2,2025/10/26 01:47:50+00,,,,,,,,,,,,,,,,,,,,,
-79.851793,43.260703,"0","0","503",85.2,2025/10/26 01:47:51+00,,,,,,,,,,,,,,,,,,,,,
-79.851808,43.260705,"0","0","504",85.2,2025/10/26 01:47:52+00,,,,,,,,,,,,,,,,,,,,,
-79.851821,43.260707,"0","0","505",85.2,2025/10/26 01:47:53+00,,,,,,,,,,,,,,,,,,,,,
-79.851834,43.26071,"0","0","506",85.2,2025/10/26 01:47:54+00,,,,,,,,,,,,,,,,,,,,,
-79.851844,43.260713,"0","0","507",85.2,2025/10/26 01:47:55+00,,,,,,,,,,,,,,,,,,,,,
-79.851849,43.260715,"0","0","508",85.2,2025/10/26 01:47:56+00,,,,,,,,,,,,,,,,,,,,,
-79.851859,43.260716,"0","0","509",85.2,2025/10/26 01:47:57+00,,,,,,,,,,,,,,,,,,,,,
-79.85187,43.260717,"0","0","510",85.2,2025/10/26 01:47:58+00,,,,,,,,,,,,,,,,,,,,,
-79.851884,43.260718,"0","0","511",85.2,2025/10/26 01:47:59+00,,,,,,,,,,,,,,,,,,,,,
-79.851897,43.26072,"0","0","512",85.2,2025/10/26 01:48:00+00,,,,,,,,,,,,,,,,,,,,,
-79.851907,43.260723,"0","0","513",85.2,2025/10/26 01:48:01+00,,,,,,,,,,,,,,,,,,,,,
-79.851917,43.260726,"0","0","514",85.3,2025/10/26 01:48:02+00,,,,,,,,,,,,,,,,,,,,,
-79.851928,43.260727,"0","0","515",85.3,2025/10/26 01:48:03+00,,,,,,,,,,,,,,,,,,,,,
-79.851939,43.260727,"0","0","516",85.3,2025/10/26 01:48:04+00,,,,,,,,,,,,,,,,,,,,,
-79.851953,43.260728,"0","0","517",85.3,2025/10/26 01:48:05+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260729,"0","0","518",85.3,2025/10/26 01:48:06+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260729,"0","0","519",85.3,2025/10/26 01:48:07+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260729,"0","0","520",85.3,2025/10/26 01:48:08+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260729,"0","0","521",85.3,2025/10/26 01:48:09+00,,,,,,,,,,,,,,,,,,,,,
-79.851975,43.260736,"0","0","522",85.3,2025/10/26 01:48:10+00,,,,,,,,,,,,,,,,,,,,,
-79.851971,43.260737,"0","0","523",85.3,2025/10/26 01:48:11+00,,,,,,,,,,,,,,,,,,,,,
-79.851967,43.260737,"0","0","524",85.3,2025/10/26 01:48:12+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260736,"0","0","525",85.3,2025/10/26 01:48:13+00,,,,,,,,,,,,,,,,,,,,,
-79.851966,43.260736,"0","0","526",85.3,2025/10/26 01:48:14+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","527",85.3,2025/10/26 01:48:15+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","528",85.3,2025/10/26 01:48:16+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","529",85.3,2025/10/26 01:48:17+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","530",85.3,2025/10/26 01:48:18+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","531",85.3,2025/10/26 01:48:19+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","532",85.3,2025/10/26 01:48:20+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","533",85.3,2025/10/26 01:48:21+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","534",85.3,2025/10/26 01:48:22+00,,,,,,,,,,,,,,,,,,,,,
-79.851972,43.260732,"0","0","535",85.3,2025/10/26 01:48:23+00,,,,,,,,,,,,,,,,,,,,,
-79.851991,43.260731,"0","0","536",85.3,2025/10/26 01:48:24+00,,,,,,,,,,,,,,,,,,,,,
-79.851999,43.260733,"0","0","537",85.3,2025/10/26 01:48:25+00,,,,,,,,,,,,,,,,,,,,,
-79.852003,43.260733,"0","0","538",85.3,2025/10/26 01:48:26+00,,,,,,,,,,,,,,,,,,,,,
-79.852004,43.26073,"0","0","539",85.3,2025/10/26 01:48:27+00,,,,,,,,,,,,,,,,,,,,,
-79.852003,43.260726,"0","0","540",85.3,2025/10/26 01:48:28+00,,,,,,,,,,,,,,,,,,,,,
-79.852003,43.260726,"0","0","541",85.3,2025/10/26 01:48:29+00,,,,,,,,,,,,,,,,,,,,,
-79.851995,43.260722,"0","0","542",85.3,2025/10/26 01:48:30+00,,,,,,,,,,,,,,,,,,,,,
-79.85199,43.26072,"0","0","543",85.3,2025/10/26 01:48:31+00,,,,,,,,,,,,,,,,,,,,,
-79.851984,43.26072,"0","0","544",85.3,2025/10/26 01:48:32+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","545",85.3,2025/10/26 01:48:33+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","546",85.3,2025/10/26 01:48:34+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","547",85.3,2025/10/26 01:48:35+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","548",85.3,2025/10/26 01:48:36+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","549",85.3,2025/10/26 01:48:37+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","550",85.3,2025/10/26 01:48:38+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","551",85.3,2025/10/26 01:48:39+00,,,,,,,,,,,,,,,,,,,,,
-79.85198,43.260722,"0","0","552",85.3,2025/10/26 01:48:40+00,,,,,,,,,,,,,,,,,,,,,
-79.852014,43.260725,"0","0","553",85.3,2025/10/26 01:48:41+00,,,,,,,,,,,,,,,,,,,,,
-79.852014,43.260725,"0","0","554",85.3,2025/10/26 01:48:42+00,,,,,,,,,,,,,,,,,,,,,
-79.852014,43.260725,"0","0","555",85.3,2025/10/26 01:48:43+00,,,,,,,,,,,,,,,,,,,,,
-79.852012,43.260725,"0","0","556",85.3,2025/10/26 01:48:44+00,,,,,,,,,,,,,,,,,,,,,
-79.852014,43.260727,"0","0","557",85.3,2025/10/26 01:48:45+00,,,,,,,,,,,,,,,,,,,,,
-79.852022,43.260731,"0","0","558",85.3,2025/10/26 01:48:46+00,,,,,,,,,,,,,,,,,,,,,
-79.852035,43.260736,"0","0","559",85.3,2025/10/26 01:48:47+00,,,,,,,,,,,,,,,,,,,,,
-79.852045,43.260741,"0","0","560",85.3,2025/10/26 01:48:48+00,,,,,,,,,,,,,,,,,,,,,
-79.852058,43.260745,"0","0","561",85.3,2025/10/26 01:48:49+00,,,,,,,,,,,,,,,,,,,,,
-79.852073,43.260749,"0","0","562",85.3,2025/10/26 01:48:50+00,,,,,,,,,,,,,,,,,,,,,
-79.852088,43.260752,"0","0","563",85.3,2025/10/26 01:48:51+00,,,,,,,,,,,,,,,,,,,,,
-79.852103,43.260756,"0","0","564",85.4,2025/10/26 01:48:52+00,,,,,,,,,,,,,,,,,,,,,
-79.852117,43.26076,"0","0","565",85.4,2025/10/26 01:48:53+00,,,,,,,,,,,,,,,,,,,,,
-79.852129,43.260765,"0","0","566",85.4,2025/10/26 01:48:54+00,,,,,,,,,,,,,,,,,,,,,
-79.852141,43.260769,"0","0","567",85.4,2025/10/26 01:48:55+00,,,,,,,,,,,,,,,,,,,,,
-79.85215,43.260772,"0","0","568",85.4,2025/10/26 01:48:56+00,,,,,,,,,,,,,,,,,,,,,
-79.852158,43.260775,"0","0","569",85.4,2025/10/26 01:48:57+00,,,,,,,,,,,,,,,,,,,,,
-79.852161,43.260777,"0","0","570",85.4,2025/10/26 01:48:58+00,,,,,,,,,,,,,,,,,,,,,
-79.852162,43.260777,"0","0","571",85.4,2025/10/26 01:48:59+00,,,,,,,,,,,,,,,,,,,,,
-79.852164,43.260776,"0","0","572",85.4,2025/10/26 01:49:00+00,,,,,,,,,,,,,,,,,,,,,
-79.852172,43.260773,"0","0","573",85.4,2025/10/26 01:49:01+00,,,,,,,,,,,,,,,,,,,,,
-79.852177,43.260775,"0","0","574",85.4,2025/10/26 01:49:02+00,,,,,,,,,,,,,,,,,,,,,
-79.852183,43.260779,"0","0","575",85.4,2025/10/26 01:49:03+00,,,,,,,,,,,,,,,,,,,,,
-79.852191,43.260781,"0","0","576",85.4,2025/10/26 01:49:04+00,,,,,,,,,,,,,,,,,,,,,
-79.852198,43.260785,"0","0","577",85.4,2025/10/26 01:49:05+00,,,,,,,,,,,,,,,,,,,,,
-79.852206,43.26079,"0","0","578",85.4,2025/10/26 01:49:06+00,,,,,,,,,,,,,,,,,,,,,
-79.852215,43.260796,"0","0","579",85.4,2025/10/26 01:49:07+00,,,,,,,,,,,,,,,,,,,,,
-79.852226,43.2608,"0","0","580",85.4,2025/10/26 01:49:08+00,,,,,,,,,,,,,,,,,,,,,
-79.852238,43.260803,"0","0","581",85.4,2025/10/26 01:49:09+00,,,,,,,,,,,,,,,,,,,,,
-79.852249,43.260806,"0","0","582",85.4,2025/10/26 01:49:10+00,,,,,,,,,,,,,,,,,,,,,
-79.852257,43.260809,"0","0","583",85.4,2025/10/26 01:49:11+00,,,,,,,,,,,,,,,,,,,,,
-79.852264,43.260817,"0","0","584",85.4,2025/10/26 01:49:12+00,,,,,,,,,,,,,,,,,,,,,
-79.85227,43.260824,"0","0","585",85.4,2025/10/26 01:49:13+00,,,,,,,,,,,,,,,,,,,,,
-79.852276,43.26083,"0","0","586",85.4,2025/10/26 01:49:14+00,,,,,,,,,,,,,,,,,,,,,
-79.852285,43.260832,"0","0","587",85.4,2025/10/26 01:49:15+00,,,,,,,,,,,,,,,,,,,,,
-79.852291,43.260833,"0","0","588",85.4,2025/10/26 01:49:16+00,,,,,,,,,,,,,,,,,,,,,
-79.8523,43.260836,"0","0","589",85.4,2025/10/26 01:49:17+00,,,,,,,,,,,,,,,,,,,,,
-79.852309,43.260839,"0","0","590",85.4,2025/10/26 01:49:18+00,,,,,,,,,,,,,,,,,,,,,
-79.852319,43.260841,"0","0","591",85.5,2025/10/26 01:49:19+00,,,,,,,,,,,,,,,,,,,,,
-79.852329,43.260844,"0","0","592",85.5,2025/10/26 01:49:20+00,,,,,,,,,,,,,,,,,,,,,
-79.852343,43.260845,"0","0","593",85.5,2025/10/26 01:49:21+00,,,,,,,,,,,,,,,,,,,,,
-79.852358,43.260846,"0","0","594",85.5,2025/10/26 01:49:22+00,,,,,,,,,,,,,,,,,,,,,
-79.85237,43.260847,"0","0","595",85.5,2025/10/26 01:49:23+00,,,,,,,,,,,,,,,,,,,,,
-79.85238,43.260849,"0","0","596",85.5,2025/10/26 01:49:24+00,,,,,,,,,,,,,,,,,,,,,
-79.852388,43.260853,"0","0","597",85.5,2025/10/26 01:49:25+00,,,,,,,,,,,,,,,,,,,,,
-79.852401,43.260858,"0","0","598",85.5,2025/10/26 01:49:26+00,,,,,,,,,,,,,,,,,,,,,
-79.852413,43.260861,"0","0","599",85.5,2025/10/26 01:49:27+00,,,,,,,,,,,,,,,,,,,,,
-79.85242,43.260864,"0","0","600",85.5,2025/10/26 01:49:28+00,,,,,,,,,,,,,,,,,,,,,
-79.852426,43.260866,"0","0","601",85.5,2025/10/26 01:49:29+00,,,,,,,,,,,,,,,,,,,,,
-79.85243,43.260868,"0","0","602",85.5,2025/10/26 01:49:30+00,,,,,,,,,,,,,,,,,,,,,
-79.852434,43.260873,"0","0","603",85.5,2025/10/26 01:49:31+00,,,,,,,,,,,,,,,,,,,,,
-79.852453,43.260878,"0","0","604",85.5,2025/10/26 01:49:32+00,,,,,,,,,,,,,,,,,,,,,
-79.852463,43.26088,"0","0","605",85.5,2025/10/26 01:49:33+00,,,,,,,,,,,,,,,,,,,,,
-79.852473,43.260881,"0","0","606",85.5,2025/10/26 01:49:34+00,,,,,,,,,,,,,,,,,,,,,
-79.852483,43.260882,"0","0","607",85.5,2025/10/26 01:49:35+00,,,,,,,,,,,,,,,,,,,,,
-79.852494,43.260884,"0","0","608",85.5,2025/10/26 01:49:36+00,,,,,,,,,,,,,,,,,,,,,
-79.852503,43.260887,"0","0","609",85.5,2025/10/26 01:49:37+00,,,,,,,,,,,,,,,,,,,,,
-79.852509,43.260892,"0","0","610",85.5,2025/10/26 01:49:38+00,,,,,,,,,,,,,,,,,,,,,
-79.852515,43.2609,"0","0","611",85.5,2025/10/26 01:49:39+00,,,,,,,,,,,,,,,,,,,,,
-79.852526,43.260906,"0","0","612",85.5,2025/10/26 01:49:40+00,,,,,,,,,,,,,,,,,,,,,
-79.852537,43.260909,"0","0","613",85.5,2025/10/26 01:49:41+00,,,,,,,,,,,,,,,,,,,,,
-79.852548,43.260912,"0","0","614",85.6,2025/10/26 01:49:42+00,,,,,,,,,,,,,,,,,,,,,
-79.852558,43.260916,"0","0","615",85.6,2025/10/26 01:49:43+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","616",85.6,2025/10/26 01:49:44+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","617",85.6,2025/10/26 01:49:45+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","618",85.6,2025/10/26 01:49:46+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","619",85.6,2025/10/26 01:49:47+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","620",85.6,2025/10/26 01:49:48+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","621",85.6,2025/10/26 01:49:49+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","622",85.6,2025/10/26 01:49:50+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","623",85.6,2025/10/26 01:49:51+00,,,,,,,,,,,,,,,,,,,,,
-79.852564,43.26092,"0","0","624",85.6,2025/10/26 01:49:52+00,,,,,,,,,,,,,,,,,,,,,
-79.852591,43.260916,"0","0","625",85.6,2025/10/26 01:49:53+00,,,,,,,,,,,,,,,,,,,,,
-79.852601,43.260916,"0","0","626",85.6,2025/10/26 01:49:54+00,,,,,,,,,,,,,,,,,,,,,
-79.852609,43.260914,"0","0","627",85.6,2025/10/26 01:49:55+00,,,,,,,,,,,,,,,,,,,,,
-79.85262,43.260913,"0","0","628",85.6,2025/10/26 01:49:56+00,,,,,,,,,,,,,,,,,,,,,
-79.852631,43.260914,"0","0","629",85.6,2025/10/26 01:49:57+00,,,,,,,,,,,,,,,,,,,,,
-79.852637,43.260913,"0","0","630",85.6,2025/10/26 01:49:58+00,,,,,,,,,,,,,,,,,,,,,
-79.852636,43.260915,"0","0","631",85.6,2025/10/26 01:49:59+00,,,,,,,,,,,,,,,,,,,,,
-79.852633,43.260915,"0","0","632",85.6,2025/10/26 01:50:00+00,,,,,,,,,,,,,,,,,,,,,
-79.852631,43.260913,"0","0","633",85.6,2025/10/26 01:50:01+00,,,,,,,,,,,,,,,,,,,,,
-79.852631,43.260913,"0","0","634",85.6,2025/10/26 01:50:02+00,,,,,,,,,,,,,,,,,,,,,
-79.852637,43.26091,"0","0","635",85.6,2025/10/26 01:50:03+00,,,,,,,,,,,,,,,,,,,,,
-79.852644,43.260908,"0","0","636",85.6,2025/10/26 01:50:04+00,,,,,,,,,,,,,,,,,,,,,
-79.852652,43.260905,"0","0","637",85.6,2025/10/26 01:50:05+00,,,,,,,,,,,,,,,,,,,,,
-79.852664,43.260904,"0","0","638",85.6,2025/10/26 01:50:06+00,,,,,,,,,,,,,,,,,,,,,
-79.852676,43.260904,"0","0","639",85.6,2025/10/26 01:50:07+00,,,,,,,,,,,,,,,,,,,,,
-79.852688,43.260904,"0","0","640",85.6,2025/10/26 01:50:08+00,,,,,,,,,,,,,,,,,,,,,
-79.8527,43.260905,"0","0","641",85.6,2025/10/26 01:50:09+00,,,,,,,,,,,,,,,,,,,,,
-79.85271,43.260906,"0","0","642",85.6,2025/10/26 01:50:10+00,,,,,,,,,,,,,,,,,,,,,
-79.85271,43.260906,"0","0","643",85.6,2025/10/26 01:50:11+00,,,,,,,,,,,,,,,,,,,,,
-79.852717,43.260906,"0","0","644",85.7,2025/10/26 01:50:12+00,,,,,,,,,,,,,,,,,,,,,
-79.852721,43.260905,"0","0","645",85.7,2025/10/26 01:50:13+00,,,,,,,,,,,,,,,,,,,,,
-79.852723,43.260903,"0","0","646",85.7,2025/10/26 01:50:14+00,,,,,,,,,,,,,,,,,,,,,
-79.852723,43.260903,"0","0","647",85.7,2025/10/26 01:50:15+00,,,,,,,,,,,,,,,,,,,,,
-79.852723,43.260903,"0","0","648",85.7,2025/10/26 01:50:16+00,,,,,,,,,,,,,,,,,,,,,
-79.852724,43.260901,"0","0","649",85.7,2025/10/26 01:50:17+00,,,,,,,,,,,,,,,,,,,,,
-79.852724,43.260901,"0","0","650",85.7,2025/10/26 01:50:18+00,,,,,,,,,,,,,,,,,,,,,
-79.852724,43.260901,"0","0","651",85.7,2025/10/26 01:50:19+00,,,,,,,,,,,,,,,,,,,,,
-79.852724,43.260901,"0","0","652",85.7,2025/10/26 01:50:20+00,,,,,,,,,,,,,,,,,,,,,
-79.852726,43.260901,"0","0","653",85.7,2025/10/26 01:50:21+00,,,,,,,,,,,,,,,,,,,,,
-79.852727,43.260899,"0","0","654",85.7,2025/10/26 01:50:22+00,,,,,,,,,,,,,,,,,,,,,
-79.852729,43.260897,"0","0","655",85.7,2025/10/26 01:50:23+00,,,,,,,,,,,,,,,,,,,,,
-79.85273,43.260895,"0","0","656",85.7,2025/10/26 01:50:24+00,,,,,,,,,,,,,,,,,,,,,
-79.852731,43.260893,"0","0","657",85.7,2025/10/26 01:50:25+00,,,,,,,,,,,,,,,,,,,,,
-79.852733,43.260891,"0","0","658",85.7,2025/10/26 01:50:26+00,,,,,,,,,,,,,,,,,,,,,
-79.852734,43.260889,"0","0","659",85.7,2025/10/26 01:50:27+00,,,,,,,,,,,,,,,,,,,,,
-79.852735,43.260887,"0","0","660",85.7,2025/10/26 01:50:28+00,,,,,,,,,,,,,,,,,,,,,
-79.852737,43.260885,"0","0","661",85.7,2025/10/26 01:50:29+00,,,,,,,,,,,,,,,,,,,,,
-79.852738,43.260884,"0","0","662",85.7,2025/10/26 01:50:30+00,,,,,,,,,,,,,,,,,,,,,
-79.852739,43.260882,"0","0","663",85.7,2025/10/26 01:50:31+00,,,,,,,,,,,,,,,,,,,,,
-79.852741,43.26088,"0","0","664",85.7,2025/10/26 01:50:32+00,,,,,,,,,,,,,,,,,,,,,
-79.852742,43.260878,"0","0","665",85.7,2025/10/26 01:50:33+00,,,,,,,,,,,,,,,,,,,,,
-79.852743,43.260876,"0","0","666",85.7,2025/10/26 01:50:34+00,,,,,,,,,,,,,,,,,,,,,
-79.852745,43.260874,"0","0","667",85.7,2025/10/26 01:50:35+00,,,,,,,,,,,,,,,,,,,,,
-79.852746,43.260872,"0","0","668",85.7,2025/10/26 01:50:36+00,,,,,,,,,,,,,,,,,,,,,
-79.852747,43.26087,"0","0","669",85.7,2025/10/26 01:50:37+00,,,,,,,,,,,,,,,,,,,,,
-79.852749,43.260868,"0","0","670",85.7,2025/10/26 01:50:38+00,,,,,,,,,,,,,,,,,,,,,
-79.85275,43.260866,"0","0","671",85.7,2025/10/26 01:50:39+00,,,,,,,,,,,,,,,,,,,,,
-79.852763,43.260849,"0","0","672",85.7,2025/10/26 01:50:40+00,,,,,,,,,,,,,,,,,,,,,
-79.85277,43.260842,"0","0","673",85.7,2025/10/26 01:50:41+00,,,,,,,,,,,,,,,,,,,,,
-79.852776,43.260834,"0","0","674",85.7,2025/10/26 01:50:42+00,,,,,,,,,,,,,,,,,,,,,
-79.852785,43.260823,"0","0","675",85.7,2025/10/26 01:50:43+00,,,,,,,,,,,,,,,,,,,,,
-79.852797,43.260812,"0","0","676",85.7,2025/10/26 01:50:44+00,,,,,,,,,,,,,,,,,,,,,
-79.852818,43.260796,"0","0","677",85.7,2025/10/26 01:50:45+00,,,,,,,,,,,,,,,,,,,,,
-79.852826,43.260791,"0","0","678",85.8,2025/10/26 01:50:46+00,,,,,,,,,,,,,,,,,,,,,
-79.852834,43.260786,"0","0","679",85.8,2025/10/26 01:50:47+00,,,,,,,,,,,,,,,,,,,,,
-79.852848,43.260778,"0","0","680",85.8,2025/10/26 01:50:48+00,,,,,,,,,,,,,,,,,,,,,
-79.852861,43.260774,"0","0","681",85.8,2025/10/26 01:50:49+00,,,,,,,,,,,,,,,,,,,,,
-79.852874,43.260769,"0","0","682",85.8,2025/10/26 01:50:50+00,,,,,,,,,,,,,,,,,,,,,
-79.852885,43.260766,"0","0","683",85.8,2025/10/26 01:50:51+00,,,,,,,,,,,,,,,,,,,,,
-79.852894,43.260765,"0","0","684",85.8,2025/10/26 01:50:52+00,,,,,,,,,,,,,,,,,,,,,
-79.852903,43.260765,"0","0","685",85.8,2025/10/26 01:50:53+00,,,,,,,,,,,,,,,,,,,,,
-79.852911,43.260767,"0","0","686",85.8,2025/10/26 01:50:54+00,,,,,,,,,,,,,,,,,,,,,
-79.852916,43.26077,"0","0","687",85.8,2025/10/26 01:50:55+00,,,,,,,,,,,,,,,,,,,,,
-79.852924,43.260772,"0","0","688",85.8,2025/10/26 01:50:56+00,,,,,,,,,,,,,,,,,,,,,
-79.852935,43.260775,"0","0","689",85.8,2025/10/26 01:50:57+00,,,,,,,,,,,,,,,,,,,,,
-79.852947,43.260778,"0","0","690",85.8,2025/10/26 01:50:58+00,,,,,,,,,,,,,,,,,,,,,
-79.85296,43.26078,"0","0","691",85.9,2025/10/26 01:50:59+00,,,,,,,,,,,,,,,,,,,,,
-79.852974,43.260783,"0","0","692",85.9,2025/10/26 01:51:00+00,,,,,,,,,,,,,,,,,,,,,
-79.852985,43.260787,"0","0","693",85.9,2025/10/26 01:51:01+00,,,,,,,,,,,,,,,,,,,,,
-79.852993,43.260792,"0","0","694",85.9,2025/10/26 01:51:02+00,,,,,,,,,,,,,,,,,,,,,
-79.853001,43.260799,"0","0","695",85.9,2025/10/26 01:51:03+00,,,,,,,,,,,,,,,,,,,,,
-79.853008,43.260804,"0","0","696",85.9,2025/10/26 01:51:04+00,,,,,,,,,,,,,,,,,,,,,
-79.853017,43.26081,"0","0","697",85.9,2025/10/26 01:51:05+00,,,,,,,,,,,,,,,,,,,,,
-79.853029,43.260817,"0","0","698",85.9,2025/10/26 01:51:06+00,,,,,,,,,,,,,,,,,,,,,
-79.85304,43.260823,"0","0","699",85.9,2025/10/26 01:51:07+00,,,,,,,,,,,,,,,,,,,,,
-79.853051,43.260829,"0","0","700",85.9,2025/10/26 01:51:08+00,,,,,,,,,,,,,,,,,,,,,
-79.853064,43.260833,"0","0","701",85.9,2025/10/26 01:51:09+00,,,,,,,,,,,,,,,,,,,,,
-79.853075,43.260836,"0","0","702",85.9,2025/10/26 01:51:10+00,,,,,,,,,,,,,,,,,,,,,
-79.853085,43.260839,"0","0","703",85.9,2025/10/26 01:51:11+00,,,,,,,,,,,,,,,,,,,,,
-79.853097,43.260844,"0","0","704",85.9,2025/10/26 01:51:12+00,,,,,,,,,,,,,,,,,,,,,
-79.853118,43.260854,"0","0","705",86,2025/10/26 01:51:13+00,,,,,,,,,,,,,,,,,,,,,
-79.853129,43.26086,"0","0","706",86,2025/10/26 01:51:14+00,,,,,,,,,,,,,,,,,,,,,
-79.853139,43.260865,"0","0","707",86,2025/10/26 01:51:15+00,,,,,,,,,,,,,,,,,,,,,
-79.853163,43.260879,"0","0","708",86,2025/10/26 01:51:16+00,,,,,,,,,,,,,,,,,,,,,
